,AVG,,,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,FantasyPros,BetIQ,??,Razzball,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Player,Team,PO,PASS ATT,PASS ATT,PASS ATT,PASS ATT,PASS ATT,PASS CMP,PASS CMP,PASS CMP,PASS CMP,PASS CMP,PASS INCMP,PASS INCMP,PASS INCMP,PASS INCMP,PASS INCMP,PASS YDS,PASS YDS,PASS YDS,PASS YDS,PASS YDS,PASS FDS,PASS FDS,PASS FDS,PASS FDS,PASS FDS,PASS TDS,PASS TDS,PASS TDS,PASS TDS,PASS TDS,PASS INT,PASS INT,PASS INT,PASS INT,PASS INT,RUSH ATT,RUSH ATT,RUSH ATT,RUSH ATT,RUSH ATT,RUSH YDS,RUSH YDS,RUSH YDS,RUSH YDS,RUSH YDS,RUSH FDS,RUSH FDS,RUSH FDS,RUSH FDS,RUSH FDS,RUSH TDS,RUSH TDS,RUSH TDS,RUSH TDS,RUSH TDS,REC REC,REC REC,REC REC,REC REC,REC REC,REC YDS,REC YDS,REC YDS,REC YDS,REC YDS,REC FDS,REC FDS,REC FDS,REC FDS,REC FDS,REC TDS,REC TDS,REC TDS,REC TDS,REC TDS,MISC FL,MISC FL,MISC FL,MISC FL,MISC FL,FGA,FGA,FGA,FGA,FGA,FGMa,FGMa,FGMa,FGMa,FGMa,FGMi,FGMi,FGMi,FGMi,FGMi,XPTA,XPTA,XPTA,XPTA,XPTA,XPTMa,XPTMa,XPTMa,XPTMa,XPTMa,XPTMi,XPTMi,XPTMi,XPTMi,XPTMi,SACK,SACK,SACK,SACK,SACK,INT,INT,INT,INT,INT,FR,FR,FR,FR,FR,FF,FF,FF,FF,FF,TD,TD,TD,TD,TD,SAFETY,SAFETY,SAFETY,SAFETY,SAFETY,PA,PA,PA,PA,PA,YDS_AGN,YDS_AGN,YDS_AGN,YDS_AGN,YDS_AGN,PASSING ATT,PASSING CMP,PASSING INCMP,PASSING YDS,PASSING FDS,PASSING TDS,PASSING INT,RUSHING ATT,RUSHING YDS,RUSHING FDS,RUSHING TDS,RECEIVING REC,RECEIVING YDS,RECEIVING FDS,RECEIVING TDS,MISC FL,FGA,FGMa,FGMi,XPTA,XPTMa,XPTMi,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN,ID,,,All Pos,,,QB,RB,WR,TE,K,DST
572,Easop Winston Jr.,SEA,WR,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,3.4,#N/A,#N/A,#N/A,3.4,39.5,#N/A,#N/A,#N/A,39.5,1.9,#N/A,#N/A,#N/A,1.9,0.3,#N/A,#N/A,#N/A,0.3,0.0,#N/A,#N/A,#N/A,0.0,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#N/A,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,3.4,4.0,0.0,1.8,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00000000429,9.15,572,14.05,Ko Kieft,TE,0.00,0.00,0.00,14.05,0.00,0.00
573,Tre'Quan Smith,DET,WR,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,6.4,#N/A,#N/A,#N/A,6.4,49.2,#N/A,#N/A,#N/A,49.2,2.4,#N/A,#N/A,#N/A,2.4,0.1,#N/A,#N/A,#N/A,0.1,0.0,#N/A,#N/A,#N/A,0.0,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#N/A,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,6.4,4.9,0.0,0.6,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00000000428,11.92,573,13.78,Equanimeous St. Brown,WR,0.00,0.00,13.78,0.00,0.00,0.00
574,Kenny Yeboah,NYJ,TE,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,3.8,#N/A,#N/A,#N/A,3.8,37.0,#N/A,#N/A,#N/A,37.0,1.9,#N/A,#N/A,#N/A,1.9,0.3,#N/A,#N/A,#N/A,0.3,0.0,#N/A,#N/A,#N/A,0.0,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#N/A,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,3.8,3.7,0.0,1.8,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00000000427,9.30,574,13.69,Charlie Kolar,TE,0.00,0.00,0.00,13.69,0.00,0.00
575,Martavis Bryant,WAS,WR,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,3.3,#N/A,#N/A,#N/A,3.3,40.8,#N/A,#N/A,#N/A,40.8,2.0,#N/A,#N/A,#N/A,2.0,0.2,#N/A,#N/A,#N/A,0.2,0.0,#N/A,#N/A,#N/A,0.0,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#N/A,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,3.3,4.1,0.0,1.2,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00000000426,8.58,575,13.18,Israel Abanikanda,RB,0.00,13.18,0.00,0.00,0.00,0.00
576,Denzel Mims,JAC,WR,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,3.4,#N/A,#N/A,#N/A,3.4,39.9,#N/A,#N/A,#N/A,39.9,1.9,#N/A,#N/A,#N/A,1.9,0.2,#N/A,#N/A,#N/A,0.2,0.0,#N/A,#N/A,#N/A,0.0,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#N/A,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,3.4,4.0,0.0,1.2,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00000000425,8.59,576,12.90,Grant Calcaterra,TE,0.00,0.00,0.00,12.90,0.00,0.00
577,Reggie Gilliam,BUF,RB,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,4.4,#N/A,#N/A,#N/A,4.4,33.1,#N/A,#N/A,#N/A,33.1,1.5,#N/A,#N/A,#N/A,1.5,0.3,#N/A,#N/A,#N/A,0.3,0.0,#N/A,#N/A,#N/A,0.0,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#N/A,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,4.4,3.3,0.0,1.8,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00000000424,9.51,577,12.66,River Cracraft,WR,0.00,0.00,12.66,0.00,0.00,0.00
578,Jaelon Darden,CLE,WR,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,3.2,#N/A,#N/A,#N/A,3.2,37.2,#N/A,#N/A,#N/A,37.2,1.8,#N/A,#N/A,#N/A,1.8,0.2,#N/A,#N/A,#N/A,0.2,0.0,#N/A,#N/A,#N/A,0.0,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#N/A,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,3.2,3.7,0.0,1.2,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00000000423,8.12,578,12.50,Matt Breida,RB,0.00,12.50,0.00,0.00,0.00,0.00
579,DJ Turner,LV,WR,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,3.3,#N/A,#N/A,#N/A,3.3,37.4,#N/A,#N/A,#N/A,37.4,1.8,#N/A,#N/A,#N/A,1.8,0.2,#N/A,#N/A,#N/A,0.2,0.1,#N/A,#N/A,#N/A,0.1,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#N/A,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,3.3,3.7,0.0,1.2,-0.2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00000000422,8.04,579,12.48,Tyler Huntley,QB,12.48,0.00,0.00,0.00,0.00,0.00
580,James Proche II,CLE,WR,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,3.2,#N/A,#N/A,#N/A,3.2,37.0,#N/A,#N/A,#N/A,37.0,1.8,#N/A,#N/A,#N/A,1.8,0.2,#N/A,#N/A,#N/A,0.2,0.0,#N/A,#N/A,#N/A,0.0,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#N/A,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,3.2,3.7,0.0,1.2,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00000000421,8.10,580,12.01,Raheem Blackshear,RB,0.00,12.01,0.00,0.00,0.00,0.00
581,Keilan Robinson,JAC,RB,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,0.0,#N/A,#N/A,#N/A,0.0,33.0,#N/A,#N/A,#N/A,33.0,1.7,#N/A,#N/A,#N/A,1.7,0.0,#N/A,#N/A,#N/A,0.0,2.0,#N/A,#N/A,#N/A,2.0,15.0,#N/A,#N/A,#N/A,15.0,0.7,#N/A,#N/A,#N/A,0.7,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#N/A,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,3.3,0.0,0.0,2.0,1.5,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00000000420,6.80,581,11.92,Tre'Quan Smith,WR,0.00,0.00,11.92,0.00,0.00,0.00
582,Adam Prentice,NO,RB,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,3.3,#N/A,#N/A,#N/A,3.3,14.0,#N/A,#N/A,#N/A,14.0,0.7,#N/A,#N/A,#N/A,0.7,0.1,#N/A,#N/A,#N/A,0.1,3.3,#N/A,#N/A,#N/A,3.3,23.1,#N/A,#N/A,#N/A,23.1,1.0,#N/A,#N/A,#N/A,1.0,0.1,#N/A,#N/A,#N/A,0.1,0.0,#N/A,#N/A,#N/A,0.0,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#N/A,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,1.4,0.0,0.6,3.3,2.3,0.0,0.6,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00000000419,8.21,582,11.81,Terrace Marshall Jr.,WR,0.00,0.00,11.81,0.00,0.00,0.00
583,Miles Boykin,NYG,WR,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,0.0,#N/A,#N/A,#N/A,0.0,3.3,#N/A,#N/A,#N/A,3.3,36.1,#N/A,#N/A,#N/A,36.1,1.7,#N/A,#N/A,#N/A,1.7,0.2,#N/A,#N/A,#N/A,0.2,0.0,#N/A,#N/A,#N/A,0.0,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#N/A,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,3.3,3.6,0.0,1.2,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00000000418,8.11,583,11.73,Davis Mills,QB,11.73,0.00,0.00,0.00,0.00,0.00
